1, 2024-05-28 00:29:19.335, unknown
1, 2024-05-28 00:29:19.368, unknown
1, 2024-05-28 00:29:19.401, unknown
1, 2024-05-28 00:29:19.435, unknown
1, 2024-05-28 00:29:19.468, unknown
1, 2024-05-28 00:29:19.501, unknown
1, 2024-05-28 00:29:19.535, unknown
1, 2024-05-28 00:29:19.568, unknown
1, 2024-05-28 00:29:19.601, unknown
1, 2024-05-28 00:29:19.635, unknown
1, 2024-05-28 00:29:19.668, unknown
1, 2024-05-28 00:29:19.701, unknown
1, 2024-05-28 00:29:19.735, unknown
1, 2024-05-28 00:29:19.768, unknown
1, 2024-05-28 00:29:19.801, unknown
1, 2024-05-28 00:29:19.835, unknown
1, 2024-05-28 00:29:19.870, unknown
1, 2024-05-28 00:29:19.903, unknown
1, 2024-05-28 00:29:19.936, squat
1, 2024-05-28 00:29:19.970, squat
1, 2024-05-28 00:29:20.003, squat
1, 2024-05-28 00:29:20.036, unknown
1, 2024-05-28 00:29:20.070, unknown
1, 2024-05-28 00:29:20.103, unknown
1, 2024-05-28 00:29:20.136, unknown
1, 2024-05-28 00:29:20.170, unknown
1, 2024-05-28 00:29:20.203, unknown
1, 2024-05-28 00:29:20.236, unknown
1, 2024-05-28 00:29:20.270, unknown
1, 2024-05-28 00:29:20.303, unknown
1, 2024-05-28 00:29:20.336, unknown
1, 2024-05-28 00:29:20.370, unknown
1, 2024-05-28 00:29:20.403, unknown
1, 2024-05-28 00:29:20.436, unknown
1, 2024-05-28 00:29:20.470, unknown
1, 2024-05-28 00:29:20.503, unknown
1, 2024-05-28 00:29:20.536, unknown
1, 2024-05-28 00:29:20.570, unknown
1, 2024-05-28 00:29:20.603, unknown
1, 2024-05-28 00:29:20.636, unknown
1, 2024-05-28 00:29:20.670, unknown
1, 2024-05-28 00:29:20.703, unknown
1, 2024-05-28 00:29:20.736, unknown
1, 2024-05-28 00:29:20.770, unknown
1, 2024-05-28 00:29:20.803, unknown
1, 2024-05-28 00:29:20.836, unknown
1, 2024-05-28 00:29:20.870, unknown
1, 2024-05-28 00:29:20.903, unknown
1, 2024-05-28 00:29:20.936, unknown
1, 2024-05-28 00:29:20.970, unknown
1, 2024-05-28 00:29:21.003, unknown
1, 2024-05-28 00:29:21.036, unknown
1, 2024-05-28 00:29:21.070, unknown
1, 2024-05-28 00:29:21.103, unknown
1, 2024-05-28 00:29:21.136, unknown
1, 2024-05-28 00:29:21.170, unknown
1, 2024-05-28 00:29:21.203, unknown
1, 2024-05-28 00:29:21.236, unknown
1, 2024-05-28 00:29:21.270, unknown
1, 2024-05-28 00:29:21.303, unknown
1, 2024-05-28 00:29:21.336, squat
1, 2024-05-28 00:29:21.370, unknown
1, 2024-05-28 00:29:21.403, unknown
1, 2024-05-28 00:29:21.436, unknown
1, 2024-05-28 00:29:21.470, unknown
1, 2024-05-28 00:29:21.503, unknown
1, 2024-05-28 00:29:21.536, unknown
1, 2024-05-28 00:29:21.570, unknown
1, 2024-05-28 00:29:21.603, unknown
1, 2024-05-28 00:29:21.636, squat
1, 2024-05-28 00:29:21.670, squat
1, 2024-05-28 00:29:21.703, squat
1, 2024-05-28 00:29:21.736, squat
1, 2024-05-28 00:29:21.770, squat
1, 2024-05-28 00:29:21.805, squat
1, 2024-05-28 00:29:21.838, squat
1, 2024-05-28 00:29:21.871, squat
1, 2024-05-28 00:29:21.905, squat
1, 2024-05-28 00:29:21.938, squat
1, 2024-05-28 00:29:21.971, squat
1, 2024-05-28 00:29:22.005, squat
1, 2024-05-28 00:29:22.038, squat
1, 2024-05-28 00:29:22.071, squat
1, 2024-05-28 00:29:22.105, squat
1, 2024-05-28 00:29:22.138, squat
1, 2024-05-28 00:29:22.171, squat
1, 2024-05-28 00:29:22.205, squat
1, 2024-05-28 00:29:22.238, squat
1, 2024-05-28 00:29:22.271, squat
1, 2024-05-28 00:29:22.305, squat
1, 2024-05-28 00:29:22.338, squat
1, 2024-05-28 00:29:22.371, squat
1, 2024-05-28 00:29:22.405, squat
1, 2024-05-28 00:29:22.438, squat
1, 2024-05-28 00:29:22.471, squat
1, 2024-05-28 00:29:22.505, unknown
1, 2024-05-28 00:29:22.538, unknown
1, 2024-05-28 00:29:22.571, squat
1, 2024-05-28 00:29:22.605, squat
1, 2024-05-28 00:29:22.638, squat
1, 2024-05-28 00:29:22.671, squat
1, 2024-05-28 00:29:22.705, squat
1, 2024-05-28 00:29:22.738, squat
1, 2024-05-28 00:29:22.771, squat
1, 2024-05-28 00:29:22.805, squat
1, 2024-05-28 00:29:22.838, squat
1, 2024-05-28 00:29:22.871, squat
1, 2024-05-28 00:29:22.905, squat
1, 2024-05-28 00:29:22.938, squat
1, 2024-05-28 00:29:22.971, squat
1, 2024-05-28 00:29:23.005, squat
1, 2024-05-28 00:29:23.038, squat
1, 2024-05-28 00:29:23.071, squat
1, 2024-05-28 00:29:23.105, squat
1, 2024-05-28 00:29:23.138, unknown
1, 2024-05-28 00:29:23.171, unknown
1, 2024-05-28 00:29:23.205, unknown
1, 2024-05-28 00:29:23.238, unknown
1, 2024-05-28 00:29:23.271, unknown
1, 2024-05-28 00:29:23.305, unknown
1, 2024-05-28 00:29:23.338, unknown
1, 2024-05-28 00:29:23.371, unknown
1, 2024-05-28 00:29:23.405, unknown
1, 2024-05-28 00:29:23.438, unknown
1, 2024-05-28 00:29:23.471, unknown
1, 2024-05-28 00:29:23.505, unknown
1, 2024-05-28 00:29:23.538, unknown
1, 2024-05-28 00:29:23.571, unknown
1, 2024-05-28 00:29:23.605, unknown
1, 2024-05-28 00:29:23.638, unknown
1, 2024-05-28 00:29:23.671, unknown
1, 2024-05-28 00:29:23.705, unknown
